contractor_raw,normalized_name,ticker,parent_company,relationship,is_public,confidence,reasoning,resolved_at,resolver_model,llm_cache_key,skills_version
Tepa-Weston JV,Tepa-Weston JV,,,joint_venture,false,0.72,Joint venture between private construction entities; no public company affiliation evident.,2026-09-02 16:07:54,claude-haiku-4-5,85925a38c1d871be571bb3ab81c07a16103cb2bac9064100f76c7c5671795e95,sk-5c88474c
Tern AI Inc.,Tern AI,,,private,false,0.85,Artificial intelligence or software firm; not listed and not a known subsidiary of a public defense prime.,2026-09-02 16:07:54,claude-haiku-4-5,85925a38c1d871be571bb3ab81c07a16103cb2bac9064100f76c7c5671795e95,sk-5c88474c
"Terra Site Constructors LLC,*",Terra Site Constructors,,,private,false,0.91,Small construction contractor; no public listing or parent company connection identified.,2026-09-02 16:07:54,claude-haiku-4-5,85925a38c1d871be571bb3ab81c07a16103cb2bac9064100f76c7c5671795e95,sk-5c88474c
"Test and Training Support Services LLC,*",Test and Training Support Services,,,private,false,0.89,Specialized military test and training services provider; small independent firm not owned by a public company.,2026-09-02 16:07:54,claude-haiku-4-5,85925a38c1d871be571bb3ab81c07a16103cb2bac9064100f76c7c5671795e95,sk-5c88474c
Tetra Tech Inc.,Tetra Tech,TTEK,Tetra Tech Inc,direct,true,0.94,Tetra Tech Inc is a publicly traded engineering and consulting firm on NASDAQ under ticker TTEK.,2026-09-02 16:07:54,claude-haiku-4-5,85925a38c1d871be571bb3ab81c07a16103cb2bac9064100f76c7c5671795e95,sk-5c88474c
"Tevas Real Estate Group Inc.,*",Tevas Real Estate Group,,,private,false,0.92,Real estate holding or development company; not a defense contractor and not publicly listed.,2026-09-02 16:07:54,claude-haiku-4-5,85925a38c1d871be571bb3ab81c07a16103cb2bac9064100f76c7c5671795e95,sk-5c88474c
Textainer Equipment Management U.S. Ltd.,Textainer Equipment Management U.S.,,,private,false,0.8,"Equipment leasing or management firm; while the parent Textainer Group may be public, this U.S. subsidiary is likely a private operating entity.",2026-09-02 16:07:54,claude-haiku-4-5,85925a38c1d871be571bb3ab81c07a16103cb2bac9064100f76c7c5671795e95,sk-5c88474c
Textron Systems Corp.,Textron Systems,TXT,Textron Inc,subsidiary,true,0.93,"Textron Systems is a division of Textron Inc, which trades on NYSE under ticker TXT.",2026-09-02 16:07:54,claude-haiku-4-5,85925a38c1d871be571bb3ab81c07a16103cb2bac9064100f76c7c5671795e95,sk-5c88474c
Tharros Defense Inc.,Tharros Defense,,,private,false,0.88,Defense technology firm; not a recognized public company or known subsidiary.,2026-09-02 16:07:54,claude-haiku-4-5,85925a38c1d871be571bb3ab81c07a16103cb2bac9064100f76c7c5671795e95,sk-5c88474c
The Boston Consulting Group Inc.,The Boston Consulting Group,,,private,false,0.94,"BCG is a privately held management consulting firm, not publicly listed on any exchange.",2026-09-02 16:07:54,claude-haiku-4-5,85925a38c1d871be571bb3ab81c07a16103cb2bac9064100f76c7c5671795e95,sk-5c88474c
The Coca-Cola Co.,Coca-Cola,KO,The Coca-Cola Company,direct,true,0.97,The Coca-Cola Company is a major publicly traded consumer goods firm on NYSE under ticker KO; its defense contracting is minimal.,2026-09-02 16:07:54,claude-haiku-4-5,85925a38c1d871be571bb3ab81c07a16103cb2bac9064100f76c7c5671795e95,sk-5c88474c
The Dutra Group,The Dutra Group,,,private,false,0.9,Regional construction and dredging contractor; family-owned private firm with no public listing.,2026-09-02 16:07:54,claude-haiku-4-5,85925a38c1d871be571bb3ab81c07a16103cb2bac9064100f76c7c5671795e95,sk-5c88474c
The HON Co. LLC,The HON Co.,,,private,false,0.9,Small furniture or office equipment manufacturer or distributor; not publicly listed.,2026-09-02 16:07:54,claude-haiku-4-5,85925a38c1d871be571bb3ab81c07a16103cb2bac9064100f76c7c5671795e95,sk-5c88474c
The Haskell Co.,The Haskell Co.,,,private,false,0.91,Large private construction and engineering firm; employee-owned with no public listing.,2026-09-02 16:07:54,claude-haiku-4-5,85925a38c1d871be571bb3ab81c07a16103cb2bac9064100f76c7c5671795e95,sk-5c88474c
The Henry M. Jackson Foundation for the Advancement of Military Medicine,The Henry M. Jackson Foundation for the Advancement of Military Medicine,,,private,false,0.95,Non-profit medical research foundation affiliated with Walter Reed; not a public company.,2026-09-02 16:07:54,claude-haiku-4-5,85925a38c1d871be571bb3ab81c07a16103cb2bac9064100f76c7c5671795e95,sk-5c88474c
The John Hopkins University Applied Physics Laboratory LLC,The Johns Hopkins University Applied Physics Laboratory,,,private,false,0.96,University-affiliated research organization operated by Johns Hopkins University; non-profit not publicly traded.,2026-09-02 16:07:54,claude-haiku-4-5,85925a38c1d871be571bb3ab81c07a16103cb2bac9064100f76c7c5671795e95,sk-5c88474c
The Lighthouse for the Blind Inc.,The Lighthouse for the Blind,,,private,false,0.95,Non-profit organization serving the blind; charitable entity with no public listing.,2026-09-02 16:07:54,claude-haiku-4-5,85925a38c1d871be571bb3ab81c07a16103cb2bac9064100f76c7c5671795e95,sk-5c88474c
The Oak Group Inc.,Oak Group,,,private,false,0.92,No recognizable public company or known defense contractor; small general contracting firm.,2026-09-02 16:08:04,claude-haiku-4-5,67d51175493f5f7b02bc360a2fbdaf990fad208d838a440345ead427bf68847b,sk-5c88474c
"The Productivity Team LLC,*",Productivity Team,,,private,false,0.9,Small-business awardee with generic name; no match to any listed company.,2026-09-02 16:08:04,claude-haiku-4-5,67d51175493f5f7b02bc360a2fbdaf990fad208d838a440345ead427bf68847b,sk-5c88474c
The University of Connecticut (UConn),University of Connecticut,,,private,false,0.95,"Public university, not a for-profit entity listed on an exchange.",2026-09-02 16:08:04,claude-haiku-4-5,67d51175493f5f7b02bc360a2fbdaf990fad208d838a440345ead427bf68847b,sk-5c88474c
"The Whiting-Turner Contracting Co.,*",Whiting-Turner Contracting,,,private,false,0.88,"Major private construction firm, well-known in the sector but remains privately held.",2026-09-02 16:08:04,claude-haiku-4-5,67d51175493f5f7b02bc360a2fbdaf990fad208d838a440345ead427bf68847b,sk-5c88474c
"Thoma-Sea Marine Constructors LLC,*",Thoma-Sea Marine Constructors,,,private,false,0.85,Small marine construction specialist; no link to any publicly traded parent.,2026-09-02 16:08:04,claude-haiku-4-5,67d51175493f5f7b02bc360a2fbdaf990fad208d838a440345ead427bf68847b,sk-5c88474c
Tidewater Inc.,Tidewater,,,private,false,0.75,Tidewater Inc. was a public marine services company but was taken private in 2022; resolve to last known public state but cap confidence.,2026-09-02 16:08:04,claude-haiku-4-5,67d51175493f5f7b02bc360a2fbdaf990fad208d838a440345ead427bf68847b,sk-5c88474c
"Tierra Data Inc.,*",Tierra Data,,,private,false,0.9,Small IT services firm; no association with any listed company.,2026-09-02 16:08:04,claude-haiku-4-5,67d51175493f5f7b02bc360a2fbdaf990fad208d838a440345ead427bf68847b,sk-5c88474c
"Tirghra JV,* LLC",Tirghra JV,,,joint_venture,false,0.82,Small-business-marked joint venture of privately held firms; no public parent identifiable.,2026-09-02 16:09:57,claude-opus-5,37da4ad124873e922daaf9a3172a113a2bec0445c9785fb7c02a7b5ef56e2564,sk-5c88474c
Topside Contracting LLC,Topside Contracting,,,private,false,0.88,Small marine or construction contractor; no public company association evident.,2026-09-02 16:08:04,claude-haiku-4-5,67d51175493f5f7b02bc360a2fbdaf990fad208d838a440345ead427bf68847b,sk-5c88474c
Torch Technologies,Torch Technologies,,,private,false,0.7,Generic name; no clear match to any recognizable public aerospace or defense firm.,2026-09-02 16:08:04,claude-haiku-4-5,67d51175493f5f7b02bc360a2fbdaf990fad208d838a440345ead427bf68847b,sk-5c88474c
Torch Technologies Inc.,Torch Technologies,,,private,false,0.7,Generic name; no clear match to any recognizable public aerospace or defense firm.,2026-09-02 16:08:04,claude-haiku-4-5,67d51175493f5f7b02bc360a2fbdaf990fad208d838a440345ead427bf68847b,sk-5c88474c
Total Computer Solutions Inc.,Total Computer Solutions,,,private,false,0.9,Small IT services contractor; no link to any publicly traded entity.,2026-09-02 16:08:04,claude-haiku-4-5,67d51175493f5f7b02bc360a2fbdaf990fad208d838a440345ead427bf68847b,sk-5c88474c
Tote Maritime Alaska LLC,Tote Maritime Alaska,,,private,false,0.85,Operating subsidiary of a private maritime logistics firm; parent remains unlisted.,2026-09-02 16:08:04,claude-haiku-4-5,67d51175493f5f7b02bc360a2fbdaf990fad208d838a440345ead427bf68847b,sk-5c88474c
Tote Maritime Puerto Rico LLC,Tote Maritime Puerto Rico,,,private,false,0.85,Operating subsidiary of a private maritime logistics firm; parent remains unlisted.,2026-09-02 16:08:04,claude-haiku-4-5,67d51175493f5f7b02bc360a2fbdaf990fad208d838a440345ead427bf68847b,sk-5c88474c
Toyon Research Corp.,Toyon Research,,,private,false,0.82,Small California-based research and development contractor; privately held.,2026-09-02 16:08:04,claude-haiku-4-5,67d51175493f5f7b02bc360a2fbdaf990fad208d838a440345ead427bf68847b,sk-5c88474c
Trailer Bridge Inc.,Trailer Bridge,,,private,false,0.85,Private maritime logistics operator; not a publicly listed entity.,2026-09-02 16:08:04,claude-haiku-4-5,67d51175493f5f7b02bc360a2fbdaf990fad208d838a440345ead427bf68847b,sk-5c88474c
Transaero Inc.,Transaero,,,private,false,0.8,Small aerospace services firm; no identifiable public parent.,2026-09-02 16:08:04,claude-haiku-4-5,67d51175493f5f7b02bc360a2fbdaf990fad208d838a440345ead427bf68847b,sk-5c88474c
"Trend Construction Inc.,*",Trend Construction,,,private,false,0.88,Small-business construction awardee; no public company affiliation.,2026-09-02 16:08:04,claude-haiku-4-5,67d51175493f5f7b02bc360a2fbdaf990fad208d838a440345ead427bf68847b,sk-5c88474c
"Trevet-NOREAS JV LLC,*",Trevet-NOREAS JV,,,joint_venture,false,0.85,"Joint venture of Trevet Inc. and NOREAS Inc., both privately held small-business environmental contractors.",2026-09-02 16:09:57,claude-opus-5,37da4ad124873e922daaf9a3172a113a2bec0445c9785fb7c02a7b5ef56e2564,sk-5c88474c
Tri Coast-Pac Tech JV 2,Tri Coast-Pac Tech JV 2,,,joint_venture,false,0.83,Small-business construction joint venture (Tri Coast and Pac Tech); neither partner is a listed company.,2026-09-02 16:09:57,claude-opus-5,37da4ad124873e922daaf9a3172a113a2bec0445c9785fb7c02a7b5ef56e2564,sk-5c88474c
"Tri Coast-Pac Tech JV 2,*",Tri Coast-Pac Tech JV 2,,,joint_venture,false,0.83,Small-business construction joint venture (Tri Coast and Pac Tech); neither partner is a listed company.,2026-09-02 16:09:57,claude-opus-5,37da4ad124873e922daaf9a3172a113a2bec0445c9785fb7c02a7b5ef56e2564,sk-5c88474c
Triad Healthcare Solutions LLC,Triad Healthcare Solutions,,,private,false,0.88,Small healthcare IT or logistics services firm; no public listing.,2026-09-02 16:08:04,claude-haiku-4-5,67d51175493f5f7b02bc360a2fbdaf990fad208d838a440345ead427bf68847b,sk-5c88474c
Triton Container International Ltd.,Triton Container International,,,private,false,0.82,Maritime container/logistics operator; appears to be privately held.,2026-09-02 16:08:04,claude-haiku-4-5,67d51175493f5f7b02bc360a2fbdaf990fad208d838a440345ead427bf68847b,sk-5c88474c
Triton Marine Construction Corp.,Triton Marine Construction Corp.,,,private,false,0.92,Small marine construction firm with no recognizable public parent; well within the $7.5M publication threshold for private contractors.,2026-09-02 16:08:14,claude-haiku-4-5,fdd179d458fce6933f2c8a283891dda31b498eaf2f46ce65d0a3c4b74cdb0f79,sk-5c88474c
Triton Marine Construction Group,Triton Marine Construction Group,,,private,false,0.92,"Same company as #1 but alternative legal form; small private marine construction provider.",2026-09-02 16:08:14,claude-haiku-4-5,fdd179d458fce6933f2c8a283891dda31b498eaf2f46ce65d0a3c4b74cdb0f79,sk-5c88474c
Triumph Gear Systems Inc.,Triumph Gear Systems,,,private,false,0.88,Specialized gear-systems manufacturer; not a known division of Triumph Group or other listed aerospace firm.,2026-09-02 16:08:14,claude-haiku-4-5,fdd179d458fce6933f2c8a283891dda31b498eaf2f46ce65d0a3c4b74cdb0f79,sk-5c88474c
"True Zero Technologies LLC,*",True Zero Technologies,,,private,false,0.9,Small specialized technology firm with no recognizable public affiliation.,2026-09-02 16:08:14,claude-haiku-4-5,fdd179d458fce6933f2c8a283891dda31b498eaf2f46ce65d0a3c4b74cdb0f79,sk-5c88474c
Trusted Space LLC,Trusted Space,,,private,false,0.88,Space-sector specialist firm; not identifiable as a division of a major public defense contractor.,2026-09-02 16:08:14,claude-haiku-4-5,fdd179d458fce6933f2c8a283891dda31b498eaf2f46ce65d0a3c4b74cdb0f79,sk-5c88474c
Turbopower LLC,Turbopower,,,private,false,0.9,Small specialized equipment or power-systems firm with no public parent identified.,2026-09-02 16:08:14,claude-haiku-4-5,fdd179d458fce6933f2c8a283891dda31b498eaf2f46ce65d0a3c4b74cdb0f79,sk-5c88474c
"Tyonek Services Overhaul Facility -Stennis LLC,*",Tyonek Services Overhaul Facility-Stennis,,,private,false,0.88,Regional overhaul facility; not a recognizable unit of a major listed defense contractor.,2026-09-02 16:08:14,claude-haiku-4-5,fdd179d458fce6933f2c8a283891dda31b498eaf2f46ce65d0a3c4b74cdb0f79,sk-5c88474c
U.S. Marine Management LLC,U.S. Marine Management,,,private,false,0.9,Marine management services provider; no public parent affiliation evident.,2026-09-02 16:08:14,claude-haiku-4-5,fdd179d458fce6933f2c8a283891dda31b498eaf2f46ce65d0a3c4b74cdb0f79,sk-5c88474c
US Foods Inc.,US Foods,USFD,US Foods Inc.,direct,true,0.95,US Foods Inc. is a publicly traded food distributor with ticker USFD on NYSE.,2026-09-02 16:08:14,claude-haiku-4-5,fdd179d458fce6933f2c8a283891dda31b498eaf2f46ce65d0a3c4b74cdb0f79,sk-5c88474c
"US Foods Inc., doing business as US Food Service Manassas",US Foods,USFD,US Foods Inc.,direct,true,0.95,"Same as #19; the 'doing business as' variant is the same listed company.",2026-09-02 16:08:14,claude-haiku-4-5,fdd179d458fce6933f2c8a283891dda31b498eaf2f46ce65d0a3c4b74cdb0f79,sk-5c88474c
US Ocean LLC,US Ocean,,,private,false,0.9,Ocean-services or maritime firm; no public affiliation evident.,2026-09-02 16:08:14,claude-haiku-4-5,fdd179d458fce6933f2c8a283891dda31b498eaf2f46ce65d0a3c4b74cdb0f79,sk-5c88474c
"US Vanadium LLC,*",US Vanadium,,,private,false,0.88,Materials supplier (vanadium) for specialty applications; not a listed company or subsidiary.,2026-09-02 16:08:14,claude-haiku-4-5,fdd179d458fce6933f2c8a283891dda31b498eaf2f46ce65d0a3c4b74cdb0f79,sk-5c88474c
"USMax Corporation,*",USMax Corporation,,,private,false,0.9,Small specialized services or manufacturing firm; no public parent identified.,2026-09-02 16:08:14,claude-haiku-4-5,fdd179d458fce6933f2c8a283891dda31b498eaf2f46ce65d0a3c4b74cdb0f79,sk-5c88474c
UTM Ltd.,UTM,,,private,false,0.88,Small firm with abbreviated name; not recognized as a public company or major subsidiary.,2026-09-02 16:08:14,claude-haiku-4-5,fdd179d458fce6933f2c8a283891dda31b498eaf2f46ce65d0a3c4b74cdb0f79,sk-5c88474c
United Capital Investments Group Inc.,United Capital Investments Group,,,private,false,0.9,Financial/investment services firm; not a defense contractor or subsidiary thereof.,2026-09-02 16:08:14,claude-haiku-4-5,fdd179d458fce6933f2c8a283891dda31b498eaf2f46ce65d0a3c4b74cdb0f79,sk-5c88474c
United Launch Services LLC,United Launch Services,,,private,false,0.8,"Space launch services firm; while some launch companies are subsidiaries of larger primes, this name does not match known divisions of LMT, RTX, BA, or other majors.",2026-09-02 16:08:14,claude-haiku-4-5,fdd179d458fce6933f2c8a283891dda31b498eaf2f46ce65d0a3c4b74cdb0f79,sk-5c88474c
"United States Antimony Corp.,*",United States Antimony Corp.,,,private,false,0.88,Materials supplier (antimony) for defense applications; not a listed company or known division.,2026-09-02 16:08:14,claude-haiku-4-5,fdd179d458fce6933f2c8a283891dda31b498eaf2f46ce65d0a3c4b74cdb0f79,sk-5c88474c
United States Technologies Inc.,United States Technologies,,,private,false,0.88,Generic technology firm name; no public parent or public listing identified.,2026-09-02 16:08:14,claude-haiku-4-5,fdd179d458fce6933f2c8a283891dda31b498eaf2f46ce65d0a3c4b74cdb0f79,sk-5c88474c
Universal Field Services Inc.,Universal Field Services,,,private,false,0.9,Field services contractor; typical small private firm within DoD supply chain.,2026-09-02 16:08:14,claude-haiku-4-5,fdd179d458fce6933f2c8a283891dda31b498eaf2f46ce65d0a3c4b74cdb0f79,sk-5c88474c
University of Alaska Fairbanks,University of Alaska Fairbanks,,,private,false,0.95,Public university; not a for-profit listed company.,2026-09-02 16:08:14,claude-haiku-4-5,fdd179d458fce6933f2c8a283891dda31b498eaf2f46ce65d0a3c4b74cdb0f79,sk-5c88474c
University of New Mexico,University of New Mexico,,,private,false,0.95,Public university; not a for-profit listed company.,2026-09-02 16:08:14,claude-haiku-4-5,fdd179d458fce6933f2c8a283891dda31b498eaf2f46ce65d0a3c4b74cdb0f79,sk-5c88474c
"Upstate Construction Services Inc.,*",Upstate Construction Services,,,private,false,0.92,Regional construction services firm; no major public parent identified.,2026-09-02 16:08:14,claude-haiku-4-5,fdd179d458fce6933f2c8a283891dda31b498eaf2f46ce65d0a3c4b74cdb0f79,sk-5c88474c
